Brand,Product Name,Product Unit,Product Price,Pricing Unit,Secondary Price,Before Price,Valid Date,Image URL,Page URL
BEATRICE,1% Milk,4 L,"$7.19
 ea.",,$0.18 /100ml,,,https://product-images.metro.ca/images/heb/h97/12263406403614.jpg,https://www.metro.ca/en/online-grocery/search-page-4
,"Medium Ground Beef, Value Pack",A tray contains on average 1200 g,"$15.85
 / 1200 g",,$13.21 /kg$5.99 /lb.,,,https://product-images.metro.ca/images/h67/h5b/12048178184222.jpg,https://www.metro.ca/en/online-grocery/search-page-4
LACTANTIA,Salted Butter,454 g,"$8.19
 ea.",,$1.80 /100g,,,https://product-images.metro.ca/images/h6a/h99/12240706994206.jpg,https://www.metro.ca/en/online-grocery/search-page-4
,Cauliflower,Sold individually,"$3.99
 ea.",,$3.99 /un.,"Regular price
$4.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h7c/h2e/8897128562718.jpg,https://www.metro.ca/en/online-grocery/search-page-4
MIRABEL,Hydroponic Boston Lettuce Duo,2 un,"$4.99
 ea.",,$4.99 /un.,,,https://product-images.metro.ca/images/h1b/h17/11374843527198.jpg,https://www.metro.ca/en/online-grocery/search-page-4
,"Pork Tenderloins, Value Pack",2 tenderloins per tray,"$6.59
 avg. ea.","(1,000 g avg.)",$6.59 /kg$2.99 /lb.,"Regular price
$17.61  avg. kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/he4/h9d/12048169533470.jpg,https://www.metro.ca/en/online-grocery/search-page-4
,Zucchini,,"$1.45
 avg. ea.",(245 g avg.),$5.93 /kg$2.69 /lb.,"Regular price
$8.80  avg. kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h6f/h85/8832944242718.jpg,https://www.metro.ca/en/online-grocery/search-page-4
,Fresh Canadian Atlantic Salmon Fillet,,"$7.93
 avg. ea.",(200 g avg.),$39.66 /kg$17.99 /lb.,,,https://product-images.metro.ca/images/h40/h27/11869262938142.jpg,https://www.metro.ca/en/online-grocery/search-page-5
IRRESISTIBLES,"Black Forest Ham, Artisan",,"$3.29
 / 100 g",,$32.90 /kg$14.92 /lb.,"Regular price
$34.90  / kg","Valid until Jan 17, 2024",,https://www.metro.ca/en/online-grocery/search-page-5
,Fresh Ginger,,"$0.55
 / 50 g",,$11.00 /kg$4.99 /lb.,,,https://product-images.metro.ca/images/h91/h8f/8832755400734.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Clementine,,"$0.57
 avg. ea.",(65 g avg.),$8.80 /kg$3.99 /lb.,,,https://product-images.metro.ca/images/h5c/h4d/8874268426270.jpg,https://www.metro.ca/en/online-grocery/search-page-5
HALLS,Honey Lemon Flavoured Cough Drops,9 drops,"$1.89
 ea.",,$1.89 /un.,,,https://product-images.metro.ca/images/h29/h1f/11627083005982.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Bag Of Avocados,5 pieces,"$5.99
 ea.",,$5.99 /un.,,,https://product-images.metro.ca/images/h0a/ha5/8858856030238.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Yellow Onions,5 lb,"$3.99
 ea.",,$0.18 /100g,,,https://product-images.metro.ca/images/h57/hc6/8871949598750.jpg,https://www.metro.ca/en/online-grocery/search-page-5
PREMIÈRE MOISSON,French Baguette,325 g,"$3.79
 ea.",,$1.17 /100g,,,https://product-images.metro.ca/images/h3f/hc7/10265064996894.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Cucumber,Sold individually,"$1.99
 ea.",,$1.99 /un.,,,https://product-images.metro.ca/images/hde/h79/8837091262494.jpg,https://www.metro.ca/en/online-grocery/search-page-5
BUD LIGHT,"Mango Flavoured Alcoholic Malt Beverage, Seltzer",6x355 mL,"$14.49
 ea.",,$4.08 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-5
SELECTION,Extra Large White Eggs,12 un,"$4.99
 ea.",,$0.42 /un.,,,https://product-images.metro.ca/images/h9b/h7d/10390687154206.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Chicken Legs With Back,6 legs per tray,"$14.43
 avg. ea.","(1,600 g avg.)",$9.02 /kg$4.09 /lb.,,,https://product-images.metro.ca/images/hf5/hd7/8886403956766.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Radish,1 bunch,"$1.99
 ea.",,$1.99 /un.,"Regular price
$2.69  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h51/hb1/8874231070750.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Colossal Sweet Onion,,"$1.78
 avg. ea.",(300 g avg.),$5.93 /kg$2.69 /lb.,,,https://product-images.metro.ca/images/hfc/hd1/8873469542430.jpg,https://www.metro.ca/en/online-grocery/search-page-5
JAMIESON,"Melatonin, Maximum Strength",60x10mg - time-release caplets,"$14.99
 ea.",,$0.25 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-5
,Hothouse Yellow Pepper,,"$3.96
 avg. ea.",(300 g avg.),$13.21 /kg$5.99 /lb.,,,https://product-images.metro.ca/images/hff/h36/8834358640670.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Green Cabbage,,"$3.84
 avg. ea.","(1,760 g avg.)",$2.18 /kg$0.99 /lb.,"Regular price
$3.28  avg. kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hf5/hf4/8867945611294.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Garlic,,"$1.54
 avg. ea.",(100 g avg.),$15.41 /kg$6.99 /lb.,,,https://product-images.metro.ca/images/h67/h78/8833745879070.jpg,https://www.metro.ca/en/online-grocery/search-page-5
HYGRADE,Wieners,450 g,"$6.99
 ea.",,$1.55 /100g,,,https://product-images.metro.ca/images/h4b/h80/9751045898270.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,"Apple, Granny Smith",,"$1.22
 avg. ea.",(185 g avg.),$6.59 /kg$2.99 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-5
,"Boneless Chicken Thighs, Value Pack",12 thighs per tray,"$17.61
 avg. ea.","(1,000 g avg.)",$17.61 /kg$7.99 /lb.,"Regular price
$18.72  avg. kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hc6/hb4/12207673442334.jpg,https://www.metro.ca/en/online-grocery/search-page-5
SELECTION,Hamburger Buns,12 un,"$2.99
 ea.",,$0.25 /un.,"Regular price
$3.79  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h84/h0b/9761049280542.jpg,https://www.metro.ca/en/online-grocery/search-page-5
SELECTION,Bacon,375 g,"$6.99
 ea.",,$1.86 /100g,"Regular price
$7.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hc8/hfd/12048160292894.jpg,https://www.metro.ca/en/online-grocery/search-page-5
SELECTION,Frozen Beef For Fondue,300 g,"$7.99
 ea.",,$2.66 /100g,"Regular price
$8.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h1e/hc9/12048160391198.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Local Nantes Carrots,454 g,"$3.99
 ea.",,$0.88 /100g,,"Valid until Jan 10, 2024",https://product-images.metro.ca/images/h0a/h33/9906498633758.jpg,https://www.metro.ca/en/online-grocery/search-page-5
LACTANTIA,Natural Unsalted Butter,454 g,"$8.19
 ea.",,$1.80 /100g,,,https://product-images.metro.ca/images/ha4/ha8/10423260315678.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Inside Round French Roast,,"$24.89
 avg. ea.","(1,000 g avg.)",$24.89 /kg$11.29 /lb.,,,https://product-images.metro.ca/images/hf0/h27/12048167632926.jpg,https://www.metro.ca/en/online-grocery/search-page-5
NATREL,"2% Milk, Fine-Filtered",2 L,"$5.29
 ea.",,$0.26 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-5
METROGO!,Seedless Watermelon Quarter,,"$5.22
 avg. ea.","(1,190 g avg.)",$4.39 /kg$1.99 /lb.,,,https://product-images.metro.ca/images/hf2/h6b/9222193315870.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Spanish Onion,,"$2.20
 avg. ea.",(500 g avg.),$4.39 /kg$1.99 /lb.,,,https://product-images.metro.ca/images/hee/h48/8835310419998.jpg,https://www.metro.ca/en/online-grocery/search-page-5
,Fresh Italian Parsley,1 bunch,"$1.99
 ea.",,$1.99 /un.,,,https://product-images.metro.ca/images/h90/ha6/8837191008286.jpg,https://www.metro.ca/en/online-grocery/search-page-5
POM,Ultra-Soft™ Hamburger Buns,6 buns,"2 / 
$6.00",,or $4.39 ea. $0.50 /un.,,"Valid until Feb 7, 2024",https://product-images.metro.ca/images/h1d/h44/10304051085342.jpg,https://www.metro.ca/en/online-grocery/search-page-5
ATTITUDE,Baby Spinach,312 g,"$6.99
 ea.",,$2.24 /100g,,,https://product-images.metro.ca/images/h19/hf6/11883375263774.jpg,https://www.metro.ca/en/online-grocery/search-page-5
REDPATH,Golden Yellow Sugar,1 kg,"$3.29
 ea.",,$0.33 /100g,"Regular price
$4.29  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/hab/hdd/10727332773918.jpg,https://www.metro.ca/en/online-grocery/search-page-6
THE LITTLE POTATO COMPANY,"Yellow Creamer Potatoes, Boomer Gold",680 g,"$4.99
 ea.",,$0.73 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-6
IRRESISTIBLES,Orange Juice Without Pulp,2.5 L,"$5.29
 ea.",,$0.21 /100ml,,,https://product-images.metro.ca/images/h59/he1/10881067483166.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,Lean Ground Grain-Fed Veal,A tray contains on average 450 g,"$8.13
 / 450 g",,$18.06 /kg$8.19 /lb.,,,https://product-images.metro.ca/images/hef/h2b/9185796096030.jpg,https://www.metro.ca/en/online-grocery/search-page-6
PURINA ONE,"Chicken Dry Cat Food, True Instinct",1.45 kg,"$12.99
 ea.",,$0.90 /100g,"Regular price
$14.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-6
ATTITUDE,Arugula,142 g,"2 / 
$5.00",,$1.76 /100g,"Regular price
$4.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h54/h9b/11883376574494.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,Blueberries,170 g,"$3.99
 ea.",,$2.35 /100g,"Regular price
$4.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h32/h99/11073850048542.jpg,https://www.metro.ca/en/online-grocery/search-page-6
PHILADELPHIA,Original Cream Cheese,227 g,"$6.49
 ea.",,$2.86 /100g,,,https://product-images.metro.ca/images/h2b/hc7/9986835677214.jpg,https://www.metro.ca/en/online-grocery/search-page-6
ESKA,Natural Spring Water,24x500 mL,"$5.99
 ea.",,$0.05 /100ml,,,https://product-images.metro.ca/images/ha0/h92/9836357353502.jpg,https://www.metro.ca/en/online-grocery/search-page-6
TOBLERONE,Swiss Milk Chocolate With Honey And Almond Nougat,100 g,"$2.99
 ea.",,$2.99 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/hb4/h69/12216217141278.jpg,https://www.metro.ca/en/online-grocery/search-page-6
POM,Ultra-Soft™ Hot-Dog Buns,6 buns,"2 / 
$6.00",,or $4.39 ea. $0.50 /un.,,"Valid until Feb 7, 2024",https://product-images.metro.ca/images/hd4/h04/11829801254942.jpg,https://www.metro.ca/en/online-grocery/search-page-6
IRRESISTIBLES,"Roasted Seasoned Turkey Breast, Artisan",,"$4.49
 / 100 g",,$44.90 /kg$20.37 /lb.,"Regular price
$47.90  / kg","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-6
SUN-MAID,Raisin Bread,450 g,"2 / 
$7.98",,or $4.99 ea. $0.89 /100g,"Regular price
$5.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h1e/ha3/11488811810846.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,"Apple, Honeycrisp",,"$1.05
 avg. ea.",(160 g avg.),$6.59 /kg$2.99 /lb.,"Regular price
$7.69  avg. kg","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-6
CAVENDISH FARMS,Frozen Straight Cut French Fries,800 g,"$5.79
 ea.",,$0.72 /100g,,,https://product-images.metro.ca/images/h9d/hc3/12175880093726.jpg,https://www.metro.ca/en/online-grocery/search-page-6
RED GRILL,Tenderloin Steak,,"$25.13
 avg. ea.",(300 g avg.),$83.75 /kg$37.99 /lb.,,,https://product-images.metro.ca/images/h1d/h5a/9185824342046.jpg,https://www.metro.ca/en/online-grocery/search-page-6
THE LITTLE POTATO COMPANY,Creamer Potatoe Trio,680 g,"$4.99
 ea.",,$0.73 /100g,,,https://product-images.metro.ca/images/hc0/hec/11461724373022.jpg,https://www.metro.ca/en/online-grocery/search-page-6
BEATRICE,3.25% Milk,4 L,"$7.93
 ea.",,$0.20 /100ml,,,https://product-images.metro.ca/images/ha6/hdc/12263404175390.jpg,https://www.metro.ca/en/online-grocery/search-page-6
ATTITUDE,Spring Salad Mix,312 g,"$6.99
 ea.",,$2.24 /100g,,,https://product-images.metro.ca/images/h29/hd2/11883405180958.jpg,https://www.metro.ca/en/online-grocery/search-page-6
AYLMER,Tomato Condensed Soup,284 mL,"2 / 
$2.22",,$0.39 /100ml,"Regular price
$1.39  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h3f/hf7/10777070764062.jpg,https://www.metro.ca/en/online-grocery/search-page-6
PHILADELPHIA,Original Cream Cheese Brick,250 g,"$6.49
 ea.",,$2.60 /100g,,,https://product-images.metro.ca/images/hc7/h3f/12050651775006.jpg,https://www.metro.ca/en/online-grocery/search-page-6
HEINZ,Tomato Juice,540 mL,"$2.49
 ea.",,$0.46 /100ml,,,https://product-images.metro.ca/images/hf8/h7b/9986680848414.jpg,https://www.metro.ca/en/online-grocery/search-page-6
THE LITTLE POTATO COMPANY,"Red Creamer Potatoes, Blushing Belle",680 g,"$4.99
 ea.",,$0.73 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-6
,"Apple, Cortland",,"$1.17
 avg. ea.",(190 g avg.),$6.15 /kg$2.79 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-6
,Local Iceberg Lettuce,Sold individually,"$2.99
 ea.",,$2.99 /un.,"Regular price
$3.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hdb/he5/8871771537438.jpg,https://www.metro.ca/en/online-grocery/search-page-6
WONDERFUL,Roasted Salted Pistachios,225 g,"$7.99
 ea.",,$3.55 /100g,,,https://product-images.metro.ca/images/h59/hef/9633875689502.jpg,https://www.metro.ca/en/online-grocery/search-page-6
POM,Ultra-Soft™ Sesame Hamburger Buns,"8 buns, 560 g","3 / 
$10.97",,or $4.99 ea. $0.46 /un.,"Regular price
$5.19  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hf4/heb/10304060686366.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,Lean Ground Pork,A tray contains on average 450 g,"$5.45
 / 450 g",,$12.10 /kg$5.49 /lb.,"Regular price
$12.76  / kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h6e/h94/8886491840542.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,"Bourguignon Beef Cubes, Value Pack",1 pack,"$15.41
 avg. ea.",(700 g avg.),$22.02 /kg$9.99 /lb.,"Regular price
$24.23  avg. kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/he0/h37/8893953441822.jpg,https://www.metro.ca/en/online-grocery/search-page-6
PEPSI,Soft Drink,12x355 mL,"$6.98
 ea.",,$0.16 /100ml,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hfc/hb3/12354385510430.jpg,https://www.metro.ca/en/online-grocery/search-page-6
IRRESISTIBLES,Fresh Basil,21 g,"$2.99
 ea.",,$2.99 /un.,,,https://product-images.metro.ca/images/h39/h3b/8959531122718.jpg,https://www.metro.ca/en/online-grocery/search-page-6
,"Apple, Spartan",,"$0.92
 avg. ea.",(150 g avg.),$6.15 /kg$2.79 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-6
LAFLEUR,Original Wieners,450 g,"$6.49
 ea.",,$1.44 /100g,,,https://product-images.metro.ca/images/hf5/h0b/9773762969630.jpg,https://www.metro.ca/en/online-grocery/search-page-6
LACTANTIA,"2% Milk, PurFiltre",1 L,"$2.99
 ea.",,$0.30 /100ml,"Regular price
$3.69  ea.","Valid until Feb 14, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
TOSTITOS,"Tortilla Chips, Scoops",215 g,"2 / 
$8.50",,or $4.99 ea. $1.98 /100g,,"Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
SELECTION,Crab Flavoured Pollock Flakes,,"$1.98
 / 100 g",,$19.82 /kg$8.99 /lb.,"Regular price
$24.23  / kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h04/hcd/11869263069214.jpg,https://www.metro.ca/en/online-grocery/search-page-7
RED GRILL,Beef Tenderloin Roast,,"$79.34
 avg. ea.","(1,000 g avg.)",$79.34 /kg$35.99 /lb.,,,https://product-images.metro.ca/images/hc8/hfe/9233885888542.jpg,https://www.metro.ca/en/online-grocery/search-page-7
CRAVE,Frozen Smokey BBQ Angus Beef,283 g,"$4.99
 ea.",,$1.76 /100g,"Regular price
$5.99  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h76/h22/9987160637470.jpg,https://www.metro.ca/en/online-grocery/search-page-7
COATICOOK,Vanilla Flavoured Old-Fashioned Ice Cream,2 L,"$5.99
 ea.",,$0.30 /100ml,,,https://product-images.metro.ca/images/h02/hae/11477763817502.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,Extra Lean Ground Pork,A tray contains on average 450 g,"$6.14
 / 450 g",,$13.65 /kg$6.19 /lb.,,,https://product-images.metro.ca/images/hc4/h81/8886437314590.jpg,https://www.metro.ca/en/online-grocery/search-page-7
QUÉBON,"15% Thick Cooking Cream, Ultra'Cream",473 mL,"$3.49
 ea.",,$0.74 /100ml,"Regular price
$4.49  ea.","Valid until Feb 14, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
LACTANTIA,"1% Milk, PurFiltre",2 L,"$5.29
 ea.",,$0.26 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-7
BLUE MOON,"Light White Beer Brewed With Tangerine Peel, Light Sky",12x355 mL,"$23.99
 ea.",,$0.56 /100ml,"Regular price
$25.99  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
SELECTION,Reduced Salt Bacon,375 g,"$6.99
 ea.",,$1.86 /100g,"Regular price
$7.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h2a/ha0/12240713154590.jpg,https://www.metro.ca/en/online-grocery/search-page-7
MERIT,Belgian Bread,455 g,"$3.99
 ea.",,$0.88 /100g,"Regular price
$4.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h1c/h1c/8860245721118.jpg,https://www.metro.ca/en/online-grocery/search-page-7
VILLAGGIO,"Thick Sliced White Bread, Classico",675 g,"2 / 
$7.49",,or $4.59 ea. $0.55 /100g,,"Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
,White Onion,,"$1.98
 avg. ea.",(300 g avg.),$6.59 /kg$2.99 /lb.,,,https://product-images.metro.ca/images/h22/h6a/8874212589598.jpg,https://www.metro.ca/en/online-grocery/search-page-7
OLYMEL,Naturally Smoked Bacon,375 g,"$7.99
 ea.",,$2.13 /100g,,,https://product-images.metro.ca/images/h43/hc0/11432676556830.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,Sliced White Mushrooms,227 g,"$3.49
 ea.",,$1.54 /100g,,,https://product-images.metro.ca/images/h4a/h40/8858841677854.jpg,https://www.metro.ca/en/online-grocery/search-page-7
FRENCH'S,"Prepared Mustard, Classic Yellow",400 mL,"$2.49
 ea.",,$0.62 /100ml,"Regular price
$2.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-7
FRESH ATTITUDE,Organic Baby Spinach,142 g,"$5.99
 ea.",,$4.22 /100g,,,https://product-images.metro.ca/images/h1b/h84/11883371593758.jpg,https://www.metro.ca/en/online-grocery/search-page-7
DOLE,Colourful Coleslaw Salad,397 g,"$3.99
 ea.",,$1.01 /100g,,,https://product-images.metro.ca/images/h91/h72/10225155571742.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,"Lean Ground Pork, Value Pack",A tray contains on average 1100 g,"$9.20
 / 1100 g",,$8.36 /kg$3.79 /lb.,"Regular price
$11.66  / kg","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h31/haa/9233856561182.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,"Beef For Chinese Fondue, Pre-Rolled",1 pack,"$10.74
 avg. ea.",(375 g avg.),$28.64 /kg$12.99 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-7
PHILADELPHIA,Original Cream Cheese,340 g,"$5.99
 ea.",,$1.76 /100g,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hec/h07/9986807136286.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,White Panini Rolls,6x57 g,"$4.99
 ea.",,$1.46 /100g,,,https://product-images.metro.ca/images/h7f/h38/8868026056734.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,Kiwi,Sold individually,"$0.99
 ea.",,$0.99 /un.,"Regular price
4 / $5.00","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h9d/hbc/9220930797598.jpg,https://www.metro.ca/en/online-grocery/search-page-7
,Green Kale,1 bunch,"$2.49
 ea.",,$2.49 /un.,,,https://product-images.metro.ca/images/hf8/h82/8873633841182.jpg,https://www.metro.ca/en/online-grocery/search-page-7
IRRESISTIBLES,Sea Salt Old-Fashioned Chips,150 g,"$2.99
 ea.",,$1.99 /100g,,,https://product-images.metro.ca/images/hc3/h4d/9704101740574.jpg,https://www.metro.ca/en/online-grocery/search-page-7
SMARTFOOD,White Cheddar Popcorn,200 g,"2 / 
$7.50",,$1.88 /100g,"Regular price
$4.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h67/h22/12279396171806.jpg,https://www.metro.ca/en/online-grocery/search-page-7
